464,218.51851851851853
468,218.51851851851853
472,218.51851851851853
476,218.51851851851853
752,187.96296296296296
756,187.96296296296296
760,187.96296296296296
764,187.96296296296296
768,187.96296296296296
1056,221.2962962962963
1060,221.2962962962963
1064,221.2962962962963
1352,229.62962962962962
1356,229.62962962962962
1360,229.62962962962962
1628,218.51851851851853
1632,218.51851851851853
1636,218.51851851851853
1640,218.51851851851853
1928,212.96296296296296
1932,212.96296296296296
1936,212.96296296296296
1940,212.96296296296296
2220,212.96296296296296
2224,212.96296296296296
2228,212.96296296296296
2232,212.96296296296296
2512,212.96296296296296
2516,212.96296296296296
2520,212.96296296296296
2524,212.96296296296296
2528,212.96296296296296
2804,207.4074074074074
2808,207.4074074074074
2812,207.4074074074074
2816,207.4074074074074
3088,201.85185185185188
3092,201.85185185185188
3096,201.85185185185188
3100,201.85185185185188
3384,207.4074074074074
3388,207.4074074074074
3392,207.4074074074074
3396,207.4074074074074
3680,210.1851851851852
3684,210.1851851851852
3688,210.1851851851852
3692,210.1851851851852
3972,204.62962962962965
3976,204.62962962962965
3980,204.62962962962965
3984,204.62962962962965
4264,176.85185185185185
4268,176.85185185185185
4272,176.85185185185185
4544,171.2962962962963
4548,171.2962962962963
4552,171.2962962962963
4556,171.2962962962963
4852,185.18518518518516
4856,185.18518518518516
4860,185.18518518518516
4864,185.18518518518516
5144,210.1851851851852
5148,210.1851851851852
5152,210.1851851851852
5436,154.62962962962962
5440,154.62962962962962
5444,154.62962962962962
5716,32.407407407407405
5720,32.407407407407405
5724,32.407407407407405
5728,32.407407407407405
